id,site,date,title,url,keyword,sentiment,comment
126,VC.ru,2026-01-24,Юристы предупредили о рисках использования нейросетей в договорах — разбор экспертов,https://vc.ru/ai/юристы-предупредили-о-рисках-использования-нейросетей-в-дого,нейросети,негативная,юридические риски
127,VC.ru,2026-01-28,Нейросеть помогла команде найти ошибки в продуктовой аналитике — разбор экспертов,https://vc.ru/ai/нейросеть-помогла-команде-найти-ошибки-в-продуктовой-аналити,нейросети,позитивная,помощь в аналитике
128,VC.ru,2026-02-03,Как ИИ меняет SEO и поиск в 2026 году — разбор экспертов,https://vc.ru/ai/как-ии-меняет-seo-и-поиск-в-2026-году-разбор-экспертов,ИИ,нейтральная,трансформация поиска
129,РИА Новости,2026-01-03,Эксперт предупредил о рисках неконтролируемого использования ИИ,https://ria.ru/2026/эксперт-предупредил-о-рисках-неконтролируемого-использования,ИИ,негативная,предупреждение
130,РИА Новости,2026-01-07,В Госдуме обсудили правила использования искусственного интеллекта,https://ria.ru/2026/в-госдуме-обсудили-правила-использования-искусственного-инте,искусственный интеллект,нейтральная,государственное регулирование
131,РИА Новости,2026-01-11,В России предложили создать единые требования к системам ИИ,https://ria.ru/2026/в-россии-предложили-создать-единые-требования-к-системам-ии,ИИ,нейтральная,регулирование
132,РИА Новости,2026-01-16,Ученые рассказали о новых возможностях нейросетей в медицине,https://ria.ru/2026/ученые-рассказали-о-новых-возможностях-нейросетей-в-медицине,нейросети,позитивная,медицинская польза
133,РИА Новости,2026-01-20,Специалист назвал главные угрозы дипфейков и нейросетей,https://ria.ru/2026/специалист-назвал-главные-угрозы-дипфейков-и-нейросетей,нейросети,негативная,угрозы дипфейков
134,РИА Новости,2026-01-24,Минцифры оценило перспективы внедрения ИИ в госуслуги,https://ria.ru/2026/минцифры-оценило-перспективы-внедрения-ии-в-госуслуги,ИИ,нейтральная,официальная оценка
135,РИА Новости,2026-01-28,ИИ поможет врачам быстрее обрабатывать данные пациентов,https://ria.ru/2026/ии-поможет-врачам-быстрее-обрабатывать-данные-пациентов,ИИ,позитивная,ускорение работы врачей
136,РИА Новости,2026-02-03,"Эксперт заявил, что нейросети не заменят преподавателей полностью",https://ria.ru/2026/эксперт-заявил-что-нейросети-не-заменят-преподавателей-полно,нейросети,нейтральная,сбалансированная оценка
137,РИА Новости,2026-02-07,В России разработали систему на основе ИИ для промышленности,https://ria.ru/2026/в-россии-разработали-систему-на-основе-ии-для-промышленности,ИИ,позитивная,технологическая разработка
138,РИА Новости,2026-02-11,Аналитики сообщили о росте спроса на специалистов по ИИ,https://ria.ru/2026/аналитики-сообщили-о-росте-спроса-на-специалистов-по-ии,ИИ,позитивная,рост рынка труда
139,РИА Новости,2026-02-16,В Совфеде указали на опасность распространения фейков с помощью ИИ,https://ria.ru/2026/в-совфеде-указали-на-опасность-распространения-фейков-с-помо,ИИ,негативная,опасность фейков
140,РИА Новости,2026-02-20,Школьникам объяснят основы искусственного интеллекта на уроках информатики,https://ria.ru/2026/школьникам-объяснят-основы-искусственного-интеллекта-на-урок,искусственный интеллект,позитивная,образование
141,РИА Новости,2026-02-24,Эксперты оценили влияние ИИ на рынок труда,https://ria.ru/2026/эксперты-оценили-влияние-ии-на-рынок-труда,ИИ,нейтральная,рынок труда
142,РИА Новости,2026-02-28,Нейросеть помогла выявить мошеннические схемы,https://ria.ru/2026/нейросеть-помогла-выявить-мошеннические-схемы,нейросети,позитивная,борьба с мошенничеством
143,РИА Новости,2026-03-03,Психологи предупредили о риске зависимости от ИИ-ассистентов,https://ria.ru/2026/психологи-предупредили-о-риске-зависимости-от-ии-ассистентов,ИИ,негативная,социальные риски
144,РИА Новости,2026-03-07,Эксперт предупредил о рисках неконтролируемого использования ИИ : что известно к началу месяца,https://ria.ru/2026/эксперт-предупредил-о-рисках-неконтролируемого-использования,ИИ,негативная,предупреждение
145,РИА Новости,2026-03-11,В Госдуме обсудили правила использования искусственного интеллекта : что известно к началу месяца,https://ria.ru/2026/в-госдуме-обсудили-правила-использования-искусственного-инте,искусственный интеллект,нейтральная,государственное регулирование
146,РИА Новости,2026-03-16,В России предложили создать единые требования к системам ИИ : что известно к началу месяца,https://ria.ru/2026/в-россии-предложили-создать-единые-требования-к-системам-ии-,ИИ,нейтральная,регулирование
147,РИА Новости,2026-03-20,Ученые рассказали о новых возможностях нейросетей в медицине : что известно к началу месяца,https://ria.ru/2026/ученые-рассказали-о-новых-возможностях-нейросетей-в-медицине,нейросети,позитивная,медицинская польза
148,РИА Новости,2026-03-24,Специалист назвал главные угрозы дипфейков и нейросетей : что известно к началу месяца,https://ria.ru/2026/специалист-назвал-главные-угрозы-дипфейков-и-нейросетей-что-,нейросети,негативная,угрозы дипфейков
149,РИА Новости,2026-03-28,Минцифры оценило перспективы внедрения ИИ в госуслуги : что известно к началу месяца,https://ria.ru/2026/минцифры-оценило-перспективы-внедрения-ии-в-госуслуги-что-из,ИИ,нейтральная,официальная оценка
150,РИА Новости,2026-04-03,ИИ поможет врачам быстрее обрабатывать данные пациентов : что известно к началу месяца,https://ria.ru/2026/ии-поможет-врачам-быстрее-обрабатывать-данные-пациентов-что-,ИИ,позитивная,ускорение работы врачей
151,РИА Новости,2026-04-07,"Эксперт заявил, что нейросети не заменят преподавателей полностью : что известно к началу месяца",https://ria.ru/2026/эксперт-заявил-что-нейросети-не-заменят-преподавателей-полно,нейросети,нейтральная,сбалансированная оценка
152,РИА Новости,2026-04-11,В России разработали систему на основе ИИ для промышленности : что известно к началу месяца,https://ria.ru/2026/в-россии-разработали-систему-на-основе-ии-для-промышленности,ИИ,позитивная,технологическая разработка
153,РИА Новости,2026-04-16,Аналитики сообщили о росте спроса на специалистов по ИИ : что известно к началу месяца,https://ria.ru/2026/аналитики-сообщили-о-росте-спроса-на-специалистов-по-ии-что-,ИИ,позитивная,рост рынка труда
154,РИА Новости,2026-04-20,В Совфеде указали на опасность распространения фейков с помощью ИИ : что известно к началу месяца,https://ria.ru/2026/в-совфеде-указали-на-опасность-распространения-фейков-с-помо,ИИ,негативная,опасность фейков
155,РИА Новости,2026-04-24,Школьникам объяснят основы искусственного интеллекта на уроках информатики : что известно к началу месяца,https://ria.ru/2026/школьникам-объяснят-основы-искусственного-интеллекта-на-урок,искусственный интеллект,позитивная,образование
156,РИА Новости,2026-04-28,Эксперты оценили влияние ИИ на рынок труда : что известно к началу месяца,https://ria.ru/2026/эксперты-оценили-влияние-ии-на-рынок-труда-что-известно-к-на,ИИ,нейтральная,рынок труда
157,РИА Новости,2026-05-03,Нейросеть помогла выявить мошеннические схемы : что известно к началу месяца,https://ria.ru/2026/нейросеть-помогла-выявить-мошеннические-схемы-что-известно-к,нейросети,позитивная,борьба с мошенничеством
158,РИА Новости,2026-05-07,Психологи предупредили о риске зависимости от ИИ-ассистентов : что известно к началу месяца,https://ria.ru/2026/психологи-предупредили-о-риске-зависимости-от-ии-ассистентов,ИИ,негативная,социальные риски
159,РИА Новости,2026-05-11,Эксперт предупредил о рисках неконтролируемого использования ИИ — разбор экспертов,https://ria.ru/2026/эксперт-предупредил-о-рисках-неконтролируемого-использования,ИИ,негативная,предупреждение
160,РИА Новости,2026-05-16,В Госдуме обсудили правила использования искусственного интеллекта — разбор экспертов,https://ria.ru/2026/в-госдуме-обсудили-правила-использования-искусственного-инте,искусственный интеллект,нейтральная,государственное регулирование
161,РИА Новости,2026-05-20,В России предложили создать единые требования к системам ИИ — разбор экспертов,https://ria.ru/2026/в-россии-предложили-создать-единые-требования-к-системам-ии-,ИИ,нейтральная,регулирование
162,РИА Новости,2026-05-24,Ученые рассказали о новых возможностях нейросетей в медицине — разбор экспертов,https://ria.ru/2026/ученые-рассказали-о-новых-возможностях-нейросетей-в-медицине,нейросети,позитивная,медицинская польза
163,РИА Новости,2026-05-28,Специалист назвал главные угрозы дипфейков и нейросетей — разбор экспертов,https://ria.ru/2026/специалист-назвал-главные-угрозы-дипфейков-и-нейросетей-разб,нейросети,негативная,угрозы дипфейков
164,РИА Новости,2026-01-03,Минцифры оценило перспективы внедрения ИИ в госуслуги — разбор экспертов,https://ria.ru/2026/минцифры-оценило-перспективы-внедрения-ии-в-госуслуги-разбор,ИИ,нейтральная,официальная оценка
165,РИА Новости,2026-01-07,ИИ поможет врачам быстрее обрабатывать данные пациентов — разбор экспертов,https://ria.ru/2026/ии-поможет-врачам-быстрее-обрабатывать-данные-пациентов-разб,ИИ,позитивная,ускорение работы врачей
166,РИА Новости,2026-01-11,"Эксперт заявил, что нейросети не заменят преподавателей полностью — разбор экспертов",https://ria.ru/2026/эксперт-заявил-что-нейросети-не-заменят-преподавателей-полно,нейросети,нейтральная,сбалансированная оценка
167,РИА Новости,2026-01-16,В России разработали систему на основе ИИ для промышленности — разбор экспертов,https://ria.ru/2026/в-россии-разработали-систему-на-основе-ии-для-промышленности,ИИ,позитивная,технологическая разработка
168,РИА Новости,2026-01-20,Аналитики сообщили о росте спроса на специалистов по ИИ — разбор экспертов,https://ria.ru/2026/аналитики-сообщили-о-росте-спроса-на-специалистов-по-ии-разб,ИИ,позитивная,рост рынка труда
169,РИА Новости,2026-01-24,В Совфеде указали на опасность распространения фейков с помощью ИИ — разбор экспертов,https://ria.ru/2026/в-совфеде-указали-на-опасность-распространения-фейков-с-помо,ИИ,негативная,опасность фейков
170,РИА Новости,2026-01-28,Школьникам объяснят основы искусственного интеллекта на уроках информатики — разбор экспертов,https://ria.ru/2026/школьникам-объяснят-основы-искусственного-интеллекта-на-урок,искусственный интеллект,позитивная,образование
171,РИА Новости,2026-02-03,Эксперты оценили влияние ИИ на рынок труда — разбор экспертов,https://ria.ru/2026/эксперты-оценили-влияние-ии-на-рынок-труда-разбор-экспертов,ИИ,нейтральная,рынок труда
172,РИА Новости,2026-02-07,Нейросеть помогла выявить мошеннические схемы — разбор экспертов,https://ria.ru/2026/нейросеть-помогла-выявить-мошеннические-схемы-разбор-эксперт,нейросети,позитивная,борьба с мошенничеством
173,РИА Новости,2026-02-11,Психологи предупредили о риске зависимости от ИИ-ассистентов — разбор экспертов,https://ria.ru/2026/психологи-предупредили-о-риске-зависимости-от-ии-ассистентов,ИИ,негативная,социальные риски
174,РИА Новости,2026-02-16,Эксперт предупредил о рисках неконтролируемого использования ИИ — данные рынка,https://ria.ru/2026/эксперт-предупредил-о-рисках-неконтролируемого-использования,ИИ,негативная,предупреждение
175,РИА Новости,2026-02-20,В Госдуме обсудили правила использования искусственного интеллекта — данные рынка,https://ria.ru/2026/в-госдуме-обсудили-правила-использования-искусственного-инте,искусственный интеллект,нейтральная,государственное регулирование
176,РИА Новости,2026-02-24,В России предложили создать единые требования к системам ИИ — данные рынка,https://ria.ru/2026/в-россии-предложили-создать-единые-требования-к-системам-ии-,ИИ,нейтральная,регулирование
177,РИА Новости,2026-02-28,Ученые рассказали о новых возможностях нейросетей в медицине — данные рынка,https://ria.ru/2026/ученые-рассказали-о-новых-возможностях-нейросетей-в-медицине,нейросети,позитивная,медицинская польза
178,РИА Новости,2026-03-03,Специалист назвал главные угрозы дипфейков и нейросетей — данные рынка,https://ria.ru/2026/специалист-назвал-главные-угрозы-дипфейков-и-нейросетей-данн,нейросети,негативная,угрозы дипфейков
179,РИА Новости,2026-03-07,Минцифры оценило перспективы внедрения ИИ в госуслуги — данные рынка,https://ria.ru/2026/минцифры-оценило-перспективы-внедрения-ии-в-госуслуги-данные,ИИ,нейтральная,официальная оценка
180,РИА Новости,2026-03-11,ИИ поможет врачам быстрее обрабатывать данные пациентов — данные рынка,https://ria.ru/2026/ии-поможет-врачам-быстрее-обрабатывать-данные-пациентов-данн,ИИ,позитивная,ускорение работы врачей
